Id,DTADeltaDistance,DTASearchDistance,DTAThreshold,GammaDeltaDoseRatio,ReferenceDose,ReferenceDimensionIndex,GammaDeltaDistance,GammaSearchDistance,GammaThreshold,GammaDoseErrorModeIndex
5A9E914D-CB34-4CAE-A820-5AD9F335F0B4,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
5923E3C9-1EC4-4DC5-B048-5B1CE9DAC2D0,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
3C05FA9C-4E42-419F-B25B-5B7F372FF327,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
5F74F38E-9CC2-49A1-9782-5B9695C86F22,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
CFC99F33-9E49-47F6-9E54-5C139F1CFD58,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
6CC6EF42-B4C1-4357-9EBB-5CC545745182,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B51FFBC7-AB3E-499D-B0EE-5CCD5D429BCF,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
39593191-9BE6-438C-8B6C-5CEF8D294A8E,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
D229978D-4C48-4C39-8941-5D1414B3C35C,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
6B134F88-B733-444F-9103-5D73AC86FD18,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
F9E8159F-A0E7-413F-A29E-5E1B9BCC4A66,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
6C489C4C-F11E-4A46-B83F-5E38A46A63C8,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
863A5BC1-512D-4796-8058-5EEA7C9832FB,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
BF73F346-6EF1-478B-9437-5F5F52650C32,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
D6BA1C74-D74A-4806-8943-5F6244A4F53D,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
89FF3B24-8B6D-45F5-BA66-6047C1DE3FAA,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
069A9BF4-9A81-49E0-BE38-6067D01FC9AF,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
0DE77379-E6F7-437D-8C54-609400F6396E,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
4049C475-C3D6-47BA-AFB4-61CDA6DAD4D6,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
B4C74366-318A-4EA0-9DEA-63115CF63875,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
25EE44EC-D655-4AA9-B800-6339141FFD22,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
60DF7D74-22CB-4EE3-A8D2-64C87D00A8DD,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
196C16AB-2A21-4604-9C54-6568AE9F0E86,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
48AC8A55-068E-4D56-A460-662B1E129329,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
FC1AF91D-5F72-414A-BE18-6640F5AC5A87,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
EA21804F-7B26-4CBD-9B36-671120E402C9,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.05,0
E17886AC-30CB-41C3-9C70-678094B11FF0,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
2CB905F8-9C4C-4350-95B0-67C259921DCF,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
78560BD5-3708-4118-9233-67ED02E309BB,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
3257165F-A491-4C70-B9F8-68E88E4F5F25,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
A219511B-4EB9-443D-837A-69056EF7E5F9,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
AB76FC8E-A069-40B6-829C-690C75342DAC,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
B26CDC3E-C1B6-4652-81FC-692F84A18BE6,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
C08761CB-816B-4824-B4BC-698664BF8F44,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7D59684A-A274-45CE-8A0D-6A9B22CE0B74,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
1EA755AA-2860-4F81-BBCD-6AA3D45E38B0,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7C3249E9-2293-4ACD-8810-6ADD0A326A9B,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
59C468AB-BE27-47A6-8CE6-6AF8E0187B83,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
D7FAAFA7-EFEF-44B9-AEAA-6BCBAB5BD8FD,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
65674C1F-FB68-492D-93CE-6C2B1DA9BBC9,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
31B63D65-DE56-46BB-8A90-6C38FA0E63BB,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
8F10DBFA-0FBD-4A1A-8038-6D370EFE3BAA,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.05,0
08CD5487-31F9-4F45-9F80-6D82F40D5B53,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
ACB8ECA1-61B2-4609-BBE6-6D90B8C08229,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
7D83C4F6-5CB5-4105-BFEF-6E1A0636B95F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
EBCFB217-7D18-467A-B3F1-6E25D5DB9954,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
2609D6B2-C060-4539-A798-6E3CF7141606,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
E201E11D-D0B5-437D-826E-6E78FB4F1754,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
1A1B1C23-99AB-4D8A-952B-6EE545042812,3.0,4.5,0.05,0.01,0.0,4,1.0,4.5,0.1,0
1BB3ACF1-2342-418E-B16A-6F7A36BE42F5,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
ABB6E347-7EC6-41C5-A4AB-6F7F0CF4DC8A,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
3F029F1B-E899-43FC-9A7D-700A135E63B6,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
FF18EB0F-A931-47FB-B4FB-706C1292F9F2,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
970AA260-61E1-4D6C-9DE5-7149F17C955F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
ED2367D0-667C-4918-AC19-715512B8E8AA,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
E83735FA-DF34-4A30-853E-7184BB0CF683,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
69DB1D98-2157-45CD-A7F1-71D21F77CE9D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
1506E45A-3BDA-4F52-9CEF-71F9309026C6,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
1258634C-45E8-4610-897A-72085084FE02,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
10829572-5AB2-4AA0-8396-72EAB0D9A08B,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.05,0
D0FDEF89-8133-43E9-9BF4-730D2E823C06,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
B22FA857-4D2C-4F0D-B895-73A2F0CD7C2F,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
E2184836-9FF8-4476-BA8B-73A81013D635,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
6B53A974-622C-4AD9-9A56-73F99A539437,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
8194CEB1-B240-4357-8E9F-7487FB0177EB,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
6121C974-0118-469B-B16E-7492F6A23C30,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
CCC6554C-8834-4832-8DEB-74B70F046E38,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
18AB601B-AF1E-4CD4-A739-75D9AC0AC2A7,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
525BA534-3A72-48C8-8219-7676B2F3A9DC,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
FA9F7DA7-E631-4944-A329-76770AD024FB,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
B51CB358-E77C-49CE-86F0-76E3A77955C8,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B6B9ADE2-95F9-4AAB-9B14-783439DA3E9E,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
028C56E8-A334-4A39-AD68-78C8E463F7E5,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
63155B97-528E-4200-9D57-78E938C4F11E,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
1ED1B836-6F7B-4548-8E23-78F57F5C5A68,3.0,4.5,0.05,0.02,0.0,11,2.0,5.0,0.1,0
42D7A9B2-ABDF-43FA-BE44-78FF95403014,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
E15E75CF-B5B4-42F5-893B-79019D7EBDFA,3.0,4.5,0.05,0.05,0.0,4,1.0,4.5,0.1,0
BDB0CE4C-6AA4-4AAD-AA76-7963D4C349B1,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
778C4A13-9724-4F31-AA6B-7A7B61CCF88A,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
37CC9E1A-9C61-43A9-B6A3-7B282891FA88,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
1087EFBA-5164-4D44-9936-7B4DBE8448A9,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7549EB4E-F9E1-4029-9C92-7B6350A21F1E,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
16642E22-B1FC-4433-949F-7B912A589BD3,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
C561DA93-F997-4BAF-91A7-7BD495ABCE4D,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
F1031B6A-3CDC-47B5-9F06-7BD9BAD8A339,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
3EE2579E-BFF9-406A-81F7-7C5D182E8D01,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
E5654044-07BB-41D1-B708-7C626AA016D1,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
687FDDBC-A1F5-4E2D-9AC7-7C68625342ED,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
DE34F691-E6EF-4439-ADB5-7CE118E8E4B4,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
62EAE01A-236F-4ADA-BE48-7EB8EF981652,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
A8F2051C-2513-4D07-A5D9-8004920A190A,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
71BD706C-AF91-4194-9229-80C16D13786E,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
7EC20965-4BF0-4811-A66A-811801C9E114,3.0,4.5,0.05,0.02,0.0,11,2.0,5.0,0.1,0
B9FAAC53-56D9-4A4D-AE24-8148A31F0D5B,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
EB56C4B6-6E28-44BB-B6C7-8213769084A6,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
1157E10E-E43D-4C40-A537-822B69568385,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
11EEC44D-E130-4EF3-9FAD-82B577B13A99,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
C5E2685D-B931-4DFA-8BC9-834D489CC4B5,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
9FD7D171-31C6-46CB-832F-83EF01CAA042,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
523DAD05-DCB2-4E07-AE33-842725D7F6ED,3.0,4.5,0.1,0.05,0.0,4,1.0,4.5,0.1,0
1852387F-2EDD-438F-90D0-849EDD98921A,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
3121D2F1-5501-4176-9F0C-8505E4DEFC3F,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
F73CFE4A-023B-473A-8C9B-856E2AD3BA1F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
F33E417D-D0A2-4AC1-B970-85E13301BF10,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
7853D8BC-D160-486B-81BD-85F6ED77C2FD,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
7B6B6214-7C12-4ACB-83D4-860D40FCA93E,3.0,4.5,0.05,0.03,0.0,4,1.0,5.0,0.05,0
BF529B70-688A-4A9D-A6D3-863EE6495437,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
E1767E82-D401-4A2E-ADF8-87D04D37BC85,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
D6DA3F8A-8954-45D7-A6F8-88B041C1B35C,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
0DC7DEE5-3527-42F0-92C8-893830B7CB0D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
686CC393-C089-4307-9074-89ECE66DBC6D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
5403C866-5FC5-4211-B813-8A3F7236964C,3.0,4.5,0.1,0.02,0.0,0,2.0,4.5,0.05,0
7E49DAEC-97DC-4AB6-9888-8A4D1714CBF5,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
3A89278B-8956-4177-A7EB-8A5B5EE13666,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
3A6F40C4-6FE9-4400-BD10-8AB9F9AFA428,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
8FD45A13-0AE0-411C-B9B7-8AD7029F33F5,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
00B50699-79D7-4155-91E6-8B8050EFDAE1,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
864C3A24-DA22-4D6B-A0EF-8B86A40B14CC,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
6834ADB1-71E8-41F1-A472-8BC6C8235594,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
FCB9C359-E4F8-4C4F-A6F9-8C303565F69B,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
06FC949B-3723-4C7C-A441-8CCC2D4F6E49,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
53B9D932-7D50-440B-A6AD-8DBE3D386C04,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7E528ECD-58A5-4D38-80F0-90B6065DEFA5,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
C11D57B5-EBFD-46AF-B4F4-90B714C82BDC,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
AB0CDDBC-ECE3-4E2B-882A-90B73F025E69,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
912CE10F-EB7B-4780-A54B-9115B2A1FD07,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7D6B1B71-083A-48A0-8CA2-9117666F6298,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
6590F8C5-4040-4DCD-A5B0-9190626E1B71,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
4C6CC0D3-5354-4FC0-A43D-91CCEC716347,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
A04DBCC3-0096-4F62-82BB-9201CAE71DBE,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7981C716-FAAC-4FC9-9DCC-92A2A2DA29C9,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
40BB81C8-4DEF-4E1E-A793-92CC5AE6402C,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
A5BD6BF3-3610-4516-93ED-92F4D0C8C6E0,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
5960C65C-4127-41E4-A762-93085E7C4448,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
169C8EB0-562E-458E-B45F-9386469D67D4,3.0,4.5,0.1,0.03,0.0,0,3.0,4.5,0.05,0
B882DB18-4C4B-4A72-9C8F-93D40F4F7B6F,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
4144C94D-84F7-46C8-9CE7-93D6209E0845,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
3D655F5E-5CC5-4066-8EF2-946C8A75C6AF,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
41A23123-5C10-4B49-B527-94D70638396E,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
F3E64170-8AB2-4BCF-BC3E-9539430C005E,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
C9ACC661-61C9-4AA5-B49B-9591D8EDD908,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
EA35C3DB-B927-4E9F-9039-95C08DCF0E14,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
B944514E-CFC1-4EAA-98E9-963573A9445E,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
D306720A-3F94-4D3A-A6C4-96AB156B3B65,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
4F7FE852-8654-4618-BAC9-973A6CA35CE4,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
E1BB09FC-7C2E-4692-B7B8-9786E35D7680,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
DF248D73-18E6-49B8-82FC-98453D6641B3,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7E68B15A-1776-4099-B838-99095ABFBD92,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
0B680403-C11C-4444-B599-99D768D5F485,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
0E4543DD-DC84-405F-945D-99F01D249827,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7A59E5D2-BB15-4975-8999-9A62FEEA285C,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
A887C906-AC10-4123-A403-9AF54B45C93A,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
EDE1EAA7-82D0-4DDF-9CEE-9B371F8C9754,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
2D6F356A-5244-4B71-B9F1-9C80CB50F201,3.0,4.5,0.05,0.03,0.0,4,1.0,4.5,0.05,0
2609876C-493B-46C7-9920-9CA7EFADC3AD,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B3C25B10-E6AD-4810-8CA5-9CEA1DA06CCA,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
0E32E334-A45A-4C9A-AF68-9D08E0488083,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
7F3339D3-3AEC-424D-8BFC-9D28D231874B,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
55FB1D1F-013B-4040-A5AE-9D9777880539,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
9F6AC06D-A71A-4CC9-89F6-9DA8B50DA3CD,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
66DCEF38-2903-4EA9-85F9-9E09D0D8817F,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
E91A74F0-D7D2-4EAA-BE15-9E9BFCE6800B,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
D3221397-41A7-45D6-A84E-9EC375198521,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
D949A892-EC13-4C5F-8A7D-9F0BF97BE281,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
E1A5C936-8F88-4678-8E82-9FAE324A3CC9,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
86A209C2-E70A-4C65-B3C5-A00781944031,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
C987BC64-1423-47AE-97EB-A039F2EBF7CA,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
EA120202-8DBE-47C9-A0B6-A0B38AD434D3,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
61A9B2FE-1754-4405-B5EA-A100E26C35EF,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
36BB0719-3A46-46D9-A3C9-A13C70378C54,3.0,4.5,0.05,0.02,0.0,4,2.0,5.0,0.1,0
F639B726-C106-45D1-8952-A140C0DB9F90,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
DE262020-739B-465E-A278-A1ED94C238ED,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
3EB816A9-520C-4162-90C5-A2FD830AF5C5,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
5AED1164-6EE8-43DE-BC9F-A30C226EDCCB,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
86380B42-2618-4A41-B2E1-A38097C3BB68,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
C2E805B3-3C48-4DD1-B459-A38F775367E4,3.0,4.5,0.1,0.02,0.0,4,1.0,4.5,0.1,0
DB517DB6-C0F1-425A-9271-A3F12EF820C9,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
2874E0DF-6703-45AE-AF01-A4E4353D7F9F,3.0,4.5,0.05,0.03,0.0,4,1.0,4.5,0.05,0
5A98DAA8-6A25-469F-92DE-A50F0D8BFF80,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
B280F4C5-C29E-4DEF-8F92-A554C9B7202A,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
E5D0F5D9-820B-47AA-A790-A56CE84A6E17,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
1D2629A4-869D-417D-B399-A56EB68A651B,3.0,4.5,0.05,0.02,0.0,4,2.0,5.0,0.1,0
92E24B76-F947-495F-9CB9-A582AB91EAFE,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.05,0
C773125A-EAD4-4D7E-8CF2-A5A33D4D0F51,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
7373217E-D9D0-4211-BDC1-A5A61590C092,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
9436278D-9209-4390-9A82-A61AD24E485C,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
F43B9340-BAE1-4C66-AE54-A6E95C82FF09,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.05,0
851FDA8F-C59E-4B66-BF81-A71768E29515,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
19F70860-C54E-4017-B45B-A741F7891C7A,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
D5043058-CA0A-4CF3-ACFE-A746D0FBD11C,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
5082E52B-AE32-48C4-94C0-A754298CB98D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
D815FC37-DE5F-42A3-A579-A8251468F785,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
05217DE4-E71D-45EA-9F0B-A88DA81656DA,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
48ADB224-2199-455A-BA04-A8FDE0B6A089,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
C9C013FB-045C-41A2-824E-A945DA54847B,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
DC0037DA-0727-4C90-B884-A9B8AE876E07,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
BED91EB8-DFBC-41E4-BE79-AA28C2FB4A06,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
250C25E4-73A8-4F5B-A493-AA3A5A673173,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
AC3D8238-FB53-41BA-A4E7-AAC9B44CE8C4,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.05,0
D09FDFEF-91A0-45F8-9EAE-AB317FD2239D,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
A7F1F446-E099-4430-BCBF-AB9059EAB153,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
57FA1E09-610F-460A-82C9-ABC448A0A508,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
DFDBA854-FF57-49C6-A1F0-AD76590688D2,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
BC06AD08-2D26-49A5-8180-AE2FE818DDAD,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
D7299704-1E59-48EA-948C-AE75D653DB84,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B95B5D49-F223-4A3C-9ED1-AEA6D6C1F828,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
71FD19A6-4EC3-46AF-85E4-AF71C7486DD0,3.0,4.5,0.1,0.03,0.0,4,3.0,4.5,0.1,0
FC3F87DF-04BB-420A-8A5C-B049DA018F1B,3.0,4.5,0.05,0.02,0.0,4,2.0,4.5,0.1,0
1D631A1D-2068-4FA3-AF78-B04F9BF7B01C,3.0,4.5,0.1,0.02,0.0,4,2.0,4.5,0.1,0
5A971D6E-CA72-4680-B675-B17D335ABCE7,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
B327277D-0019-4C0D-A8DE-B2B01D739395,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.05,0
E4F3289C-F089-41C4-B918-B33741C4D29C,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
C17764BA-D1B5-4752-91E7-B3572C71275F,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.05,0
A98DE3E7-AC81-453C-865C-B3BA7FC9CFC8,3.0,4.5,0.05,0.03,0.0,4,3.0,4.5,0.1,0
31C2D32B-34F0-4643-87CF-B420400237F1,3.0,4.5,0.1,0.03,0.0,4,1.0,4.5,0.1,0
121B1E31-F513-4AA6-8CB3-B44DECCDAB6D,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
6DB3E21F-7E19-449C-8DC4-B4A96DA798E3,3.0,4.5,0.1,0.03,0.0,4,2.0,4.5,0.1,0
